airline_sentiment,text
0,united refund flight voucher another flight different airline expense today hour drive inconvenient
0,united received call back day infant car seat supposed go anywhere child
1,united thanks concern contact customer care upon return australia
0,united well sitting ground time waiting gate tiredofthis
2,united airport snow removal method keep good work folk cessna become http co v tmusjvu
0,united need guy book plane concern travel someone else moving forward
0,united measly e certificate appreciate loyal customer wait hr tarmac ua unacceptable
0,united email address username sign available
2,united thank able claim interim expense cost stuff
0,united rude rude
0,united get boarding pas austrian airline codeshare flight rebook incls hour layover amp stuck outside sec
0,united received flight united truly break guitar unitedbreaksguitars wantmymoneyback
0,united flew telaviv paid third suitcase even make plane besides impolite service
0,united bag still colo spring disabled search unfamiliar airport look bag good outcome
0,united shame flex ticket transfer rule even calling neurosurgery icu enough
0,united denver said handle baggage made colo spring gave number call help either
0,united guy need serious training customer service many better option put way guy handle ur mistake
1,united ord dca
0,united found problem avoided like plague told find supervisor
0,united zcc u cancelled flight flight h advance need connect flight reschedule link helping help gf waited month see
0,united flying
0,united addition first flight delayed hour arriving destination hr late flight
1,united cancelled flighted flight rebook u added flight drive denver kc thanks
1,united announcement pre boarding address mobility disability requires travel lot stuff preboard
2,united flew united last month experience awesome
0,united travel booked thru united group dept okc ticket agent le willing help connection lax
0,united v upset disability service told one employee carrying medical equipment rude
0,united thnx quick reply think assist intl grp put considerable inconvenience today
0,united wont transfer flight ticket accompany yr old active military mom emergency brain surgery wow
0,united getmeontop week late flightr still received mile mileageplus gift card starbucks card handed
0,united k always hoping improvement
0,united yet complained guy checked luggage throwing bag around unfortunate coincidence hope
0,united okc ticket agent roger mclarren sp le helpful intl group travel problem find supervisor help
0,united mobile apps need construction ground o category expensive get right
0,united another fail united ticket agent okc le helpful could care le problem american come
2,united also working wc coach good thing bird landed ahead schedule use wc stat
1,united o controlled rather verizonwireless app new
0,united sent email customer care telling may break sincerely hope help
0,united silly flying delta today united club staff attendant surly unhelpful always seem bothered pesky folk
0,united phone number find call flight reservation
0,united well fix missing buddy th bday negligence attempt make
0,united believe help customer service like said want number someone fix
0,united helped baggage service desk said bc tsa screening fll bag made bag ewr
0,united mobile boarding pas disappeared phone standing line board second time week hmm
2,united record rozana newark lovely helpful choosekind
1,united last night ord lga
2,united thx update
1,united thank
1,united dm nut
0,united explain eager flight attendant trying ask vision ccicanine guide dog
0,united point asking detail servicedog book flight crew read continued
0,united tried one available bogota everyone rude houston stuck hour guy
0,united worst unitedflightsever ua la iad mechanical problem took land fix delayed wtfodds
2,united despite bag making newark good informative email tracking update help
0,united going ua outbound flight last thurs delayed hr long delay worst unitedflightsever
0,united worst unitedflightsever ua iad la mechanical problem switched aircraft delayed hour
0,united crashed trying check
2,united wow deal plus seat available easy change make customer happy
1,united thanks info already knew
1,united airline trouble winter amp getting good customer service contact http co aqjn hwnac negotiate resolution
0,united logan boarding gong show due lax carry enforcement bin full coat room bag u need better system
1,united thank
0,united blackmailed paying extra return ticket nullified san francisco airport terrible service rep scam
1,united email address reach long dm
0,united disappointed u didnt honor credit given ur mistake taking business elsewhere
0,united ua still waiting supposed depart
0,united credit last trip never came mail
0,united ok month waiting hear airline gave quite bit day requested terrible service
0,united process ever end still waiting reply since month pathetic customerservice
0,united going website flight booking problem three ticket today booted system umpteen time
0,united get account number website say email unavailable
1,united need book two one way order fly unaccompanied minor
0,united received bag last night still missing one
0,united simonroesner need upgrade seat even economy plus like sitting concrete bench
1,united pls help baby hannah get life saving surgery requires need help pls donate rt http co kqnrrp
1,united bet wont honour like mine ey
0,united nd flight also delayed pilot boarded sit scheduling
1,united guess much ask huh
0,united hard stay upset someone least try show remorse
0,united way simple apology go long way even hollow one obvious care well
0,united one time thing either shocking pattern repeated neglect disrespect
0,united finger crossed amp intact disappointed experience actually saying enjoyed using
0,united incredibly easy fix would rather stay comfort zone get forced mine
0,united july zero excuse date system cause problem like
0,united everyone around u sitting friend family member booked ticket october december bought
0,united sure talking going nonstop flight sna sfo sfo ewr
0,united moving americanair united talk service
1,united please good weekend
0,united asked legitimate question systemwide v localized problem got back unrelate flightd copy paste better
