airline_sentiment,text,aspects
1,virginamerica pilot say expect choppy landing nyc due gusty wind w temperature degree amp w windchill,"['Punctuality', 'Price', 'staff']"
2,virginamerica loved wait monday return flight mostly watch inflight safety video sorrynotsorry,"['staff', 'Price', 'Entertainment']"
0,virginamerica lost luggage day ago flight vx lax iad amp calling every day response please give back stuff,"['staff', 'Punctuality', 'Price']"
0,virginamerica flight booking problem section website seems broken chrome might wanna look,"['staff', 'Punctuality', 'Cleanliness']"
2,virginamerica hi wanted see new route planned year newark love flying guy hope,"['staff', 'comfort', 'Punctuality']"
2,virginamerica mean probably inappropriate board,"['staff', 'Punctuality', 'Boarding']"
2,virginamerica happy spend day together let,"['comfort', 'staff', 'Service']"
1,virginamerica missed flight standby work,"['staff', 'Price', 'Punctuality']"
2,virginamerica understanding helped thx comp,"['Service', 'staff', 'Punctuality']"
1,virginamerica brought way across country today see http co tkauygcpms,"['comfort', 'staff', 'Punctuality']"
2,virginamerica thank absolutely,"['staff', 'Service', 'comfort']"
0,virginamerica look like broken link asset http co oardjjgrrd,"['staff', 'comfort', 'Punctuality']"
1,virginamerica ready let say together noooo turbulence today,"['staff', 'comfort', 'Price']"
0,virginamerica manage itinerary section website seems broken http co pujvcelng,"['staff', 'Punctuality', 'Cleanliness']"
0,virginamerica check site look like every time load http co kacy awdbw,"['staff', 'Cleanliness', 'comfort']"
1,virginamerica u help freyabevan fund need urgent treatment old battling cancer could u help flight freyasfund,"['staff', 'Punctuality', 'Price']"
1,virginamerica may start service hawaii sanfrancisco year http co ypo nyprzl biztravel,"['comfort', 'Service', 'staff']"
0,virginamerica carrier le half price round trip fare stunned http co ukdjjijrow,"['staff', 'Punctuality', 'comfort']"
0,virginamerica wtf happening pdx late flight march one way sfo,"['Punctuality', 'Cleanliness', 'Price']"
1,virginamerica add dtw sold,"['comfort', 'Cleanliness', 'Safety']"
2,virginamerica free drink flight back free promo,"['Seat', 'Price', 'Entertainment']"
2,virginamerica ssal thanks,"['staff', 'Service', 'comfort']"
1,virginamerica momma made,"['comfort', 'staff', 'Price']"
1,virginamerica please contact portfolio left flight vx jfk sfo tonite seat need returned call,"['staff', 'Seat', 'Punctuality']"
1,virginamerica help flight jkf tonight seat c left portfolio need back,"['Seat', 'Price', 'comfort']"
1,virginamerica shrinerack seattle bound wifey got duffle vday keeper holla http co jloiblnair,"['staff', 'comfort', 'Cleanliness']"
0,virginamerica luggage gone filed paperwork promised call email still resolution response central luggage,"['Punctuality', 'Price', 'Cleanliness']"
1,virginamerica debbie baldwin gave rockstar performance safety demo evening vx la sfo bestcrew sherocks,"['staff', 'comfort', 'Cleanliness']"
2,virginamerica thanks,"['staff', 'Service', 'comfort']"
2,virginamerica thanks taking care suuperg flight rockstars travel,"['Service', 'staff', 'Safety']"
2,virginamerica thanks lovely soft view travel san sfo http co cnctl g ef,"['staff', 'comfort', 'Service']"
0,virginamerica requested mileage challenge status several week ago online heard back get help,"['comfort', 'Cleanliness', 'Entertainment']"
0,virginamerica trying book ticket nyc facing super fun broken styling worry keep trying,"['staff', 'comfort', 'Punctuality']"
1,virginamerica many thanks follow ourprincess freyasfund usa bandie looking help http co ujfs zi kd,"['staff', 'comfort', 'Service']"
1,virginamerica nice lofty view flylaxairport silverstatus http co f tp dawbd,"['staff', 'comfort', 'Price']"
0,virginamerica applied status match feb got confirmation email day still news though guy dropped ball late flightly,"['Punctuality', 'staff', 'Cleanliness']"
1,virginamerica new go airline,"['staff', 'comfort', 'Cleanliness']"
1,virginamerica virginatlantic gma americanair help ourprincess need help usa http co aztdaer,"['staff', 'comfort', 'Service']"
2,virginamerica adore looking forward flight austin two week,"['staff', 'Service', 'comfort']"
2,virginamerica glad mentioned took first virgin flight year back transformative experience,"['staff', 'Service', 'comfort']"
1,virginamerica flight booking problem flight uphold status match tax ticket count earned status point statusmatch virginamerica,"['staff', 'Price', 'Punctuality']"
0,virginamerica trying check look like site,"['staff', 'comfort', 'Punctuality']"
0,virginamerica spending birthday night dal dca get home,"['comfort', 'staff', 'Cleanliness']"
0,virginamerica sent couple message email provided avail try next year cheer,"['staff', 'Service', 'comfort']"
2,virginamerica first time flying virgin went sanfrancisco thanks smooth ride easily new fav airline,"['staff', 'Service', 'Boarding']"
0,virginamerica seriously though direct flight sfo fll may,"['Price', 'Punctuality', 'comfort']"
0,virginamerica really experience hoping w forced check small carry w nothing empty cabin space board,"['staff', 'Punctuality', 'Cleanliness']"
0,virginamerica wjere luggage slow lax,"['staff', 'Service', 'Baggage']"
1,virginamerica jump dallas austin market http co szr pioa,"['staff', 'comfort', 'Cleanliness']"
0,virginamerica spoke representative offered solution loyal customer fly virginatlantic well,"['Service', 'staff', 'Punctuality']"
0,virginamerica deeply disappointed birthday promo applied trip booked mere day received email,"['Punctuality', 'Cleanliness', 'Service']"
0,virginamerica happened direct flight sfo fll looking may see connecting help dontdothistome,"['staff', 'comfort', 'Cleanliness']"
1,virginamerica help left blazer kooples jacket bag rd row second seat right gate lax flight sfo,"['staff', 'Cleanliness', 'Price']"
1,virginamerica partner visa checkout mobile payment method help boost mobile conversion rate etailwest payment visa,"['staff', 'Service', 'Punctuality']"
2,virginamerica promoting product problem southwest recommend noneother best http co tfanxbh cf,"['Price', 'Cleanliness', 'comfort']"
2,virginamerica love guy pls get direct route la au,"['staff', 'Service', 'Punctuality']"
1,virginamerica would like help flight please,"['staff', 'Price', 'comfort']"
1,bruh virginamerica giannilee turn vxsafetydance,"['staff', 'comfort', 'Cleanliness']"
2,virginamerica course work virginatlantic obsessed entire virgin family,"['staff', 'comfort', 'Service']"
2,virginamerica ok first time flying tonight,"['Price', 'Cleanliness', 'Punctuality']"
1,virginamerica digging swanky pink mood lighting flight nyc sfo need cabaret singer think,"['Punctuality', 'Safety', 'comfort']"
1,virginamerica done need receipt asap could please help,"['staff', 'comfort', 'Punctuality']"
0,virginamerica embossed badge patch superior one currently using http co fq xelbon,"['staff', 'comfort', 'Punctuality']"
0,virginamerica vx jfk la dirty plane standard,"['staff', 'Seat', 'Boarding']"
0,virginamerica flight vx headed la jfk dirtiest va plane ever sad great airline,"['staff', 'Price', 'Seat']"
2,virginamerica got squared away someone picked soon tweeted tweeted sooner,"['comfort', 'Safety', 'Price']"
0,virginamerica avis rental continue button work website book car tried time phone suck,"['staff', 'Punctuality', 'comfort']"
0,virginamerica delayed,"['staff', 'Price', 'Service']"
0,virginamerica currently minute hold cust service need anything add lap child reservation,"['Punctuality', 'Cleanliness', 'Service']"
1,virginamerica add pillow instead lie flat seat first class arm race http co sfjduahx z skift,"['Punctuality', 'Seat', 'Price']"
2,virginamerica karinslee course fun celebrating thanks happy chinese new year,"['staff', 'Entertainment', 'comfort']"
2,virginamerica flight booking problem last second flight next week sfo san chance want gift promo code since love guy,"['Service', 'Price', 'Cleanliness']"
0,virginamerica comenity bank joke please change nothing constant problem bank,"['staff', 'Punctuality', 'Price']"
1,virginamerica dm u also add,"['staff', 'comfort', 'Service']"
2,virginamerica grandma ella th would lt bday greeting flight crew stewardess eastern airline,"['staff', 'comfort', 'Safety']"
2,virginamerica bought tix atx dallas route thanks adding love yr airline amp yr website best transactional site ever,"['staff', 'Service', 'Punctuality']"
1,virginamerica anytime sugafly,"['staff', 'comfort', 'Punctuality']"
2,virginamerica gave credit late flight flight yesterday great service wow moment unexpected gesture,"['Service', 'staff', 'Punctuality']"
1,virginamerica need receipt flight change send one,"['Punctuality', 'comfort', 'Cleanliness']"
0,virginamerica submitted status match request back still heard flying monday look accelerate,"['Punctuality', 'Price', 'Cleanliness']"
2,virginamerica safety video http co cqmm nue loved first cross country flight livewelltraveled sytycd,"['staff', 'Price', 'Cleanliness']"
2,virginamerica look fat look yummy,"['staff', 'Service', 'comfort']"
1,virginamerica ceo say southwest amp jetblue strayed low cost model http co sctomh,"['Price', 'Punctuality', 'comfort']"
1,virginamerica brilliant brisk boston cue vx http co rmznivgmg,"['staff', 'comfort', 'Entertainment']"
1,virginamerica atlantic plough lone furrow middleeast http co fvudmh pf thenationaluae,"['staff', 'comfort', 'Cleanliness']"
1,virginamerica atlantic plough lone furrow middleeast http co dcobokn ee thenationaluae,"['staff', 'comfort', 'Punctuality']"
1,virginamerica atlantic plough lone furrow middleeast http co vw p tlh thenationaluae,"['staff', 'comfort', 'Cleanliness']"
2,virginamerica omg omg nonstop dallas austin virgin,"['staff', 'Food', 'comfort']"
2,virginamerica plane really pretty thought u know,"['comfort', 'staff', 'Cleanliness']"
1,virginamerica flying hawaii,"['staff', 'comfort', 'Cleanliness']"
0,virginamerica pulling hair trying book flight u site work iphone ipad computer help,"['staff', 'Punctuality', 'comfort']"
2,virginamerica thank,"['staff', 'Service', 'comfort']"
0,virginamerica get help support ticket day incident thank,"['staff', 'comfort', 'Safety']"
2,virginamerica good home texas moodlighting http co n bvzty zi,"['staff', 'comfort', 'Food']"
0,virginamerica cannot even open laptop seat c paid premium let,"['staff', 'Punctuality', 'Price']"
0,virginamerica seat c cannot even open laptop paid extra seat,"['staff', 'Punctuality', 'Price']"
1,virginamerica guy starting flight end month guess still road tripping feb,"['Punctuality', 'Cleanliness', 'Safety']"
2,virginamerica thanks needing way make austin trip dca come,"['staff', 'Service', 'comfort']"
1,virginamerica announced new route austin w fare way http co ga pbamu c,"['comfort', 'Cleanliness', 'Price']"
2,virginamerica cool never ur plane,"['staff', 'comfort', 'Entertainment']"
1,virginamerica dollar lax la fare,"['staff', 'comfort', 'Price']"
2,virginamerica great well deserved,"['staff', 'Service', 'Food']"
0,virginamerica fyi info virginamerica com email address say contact password reset email exist email bounce,"['comfort', 'Punctuality', 'Safety']"
0,virginamerica status match week gone news flt next week hope flt count towards requirement cust svc help,"['staff', 'comfort', 'Punctuality']"
0,virginamerica website suck donkey dick thought know best,"['staff', 'Punctuality', 'comfort']"
1,virginamerica still develop app favorite airline,"['staff', 'comfort', 'Cleanliness']"
0,virginamerica crap channel pay watch uk tv,"['Punctuality', 'Cleanliness', 'Service']"
2,virginamerica got set thanks,"['Service', 'staff', 'Price']"
1,virginamerica channel year,"['comfort', 'staff', 'Cleanliness']"
1,virginamerica thing see passbook virgin mobile mexico integrate,"['staff', 'comfort', 'Cleanliness']"
2,virginamerica giant virgin america match made heaven,"['staff', 'Food', 'comfort']"
2,virginamerica thank goodness also see friday nwk gt sf boom,"['comfort', 'staff', 'Entertainment']"
0,virginamerica come iphone app still using making waste paper,"['Punctuality', 'comfort', 'staff']"
0,virginamerica back seat entertainment system accept credit card apostrophe surname apostrophefail,"['staff', 'Seat', 'Safety']"
0,virginamerica vx use lga slot instead today adding au make le likely,"['comfort', 'Price', 'Punctuality']"
